,mutation,current,new,nono,init dx,cancer dx,adenoma,cancer death,all cause,all cause dx,cancer incidence
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.9787120419739074,0.019236659970181424,0.0,0.0,0.0,0.0020512980559111993,0.0,0.019236659970181424
2,0.0,0.0,0.0,0.9578772611047355,0.018827150760173987,0.018931415463429982,0.0,0.0002657843835523859,0.004058928164909156,3.946012319905795e-05,0.03806381073035542
3,0.0,0.0,0.0,0.9374501145815154,0.018426359165040485,0.036605321821964895,0.0,0.0013401597431640455,0.006059715523088701,0.00011832916522647031,0.056490169895395896
4,0.0,0.0,0.0,0.9174136198916306,0.018033409093212226,0.052491028641174484,0.0,0.0037632237866083613,0.008062801119761208,0.00023591746761305178,0.07452357898860812
5,0.0,0.0,0.0,0.8977531183759325,0.01764797385786857,0.066089339614933,0.0,0.00804361264688398,0.010075328777590703,0.0003906267267911454,0.0921715528464767
6,0.0,0.0,0.0,0.8784601231979422,0.017269771475367846,0.07696425347604921,0.0,0.014627957824445759,0.01209855248021319,0.0005793415459817344,0.10944132432184454
7,0.0,0.0,0.0,0.8595303897361557,0.016898638687322498,0.0866064340413327,0.0,0.022037669481276397,0.014129647254677167,0.0007972207992354459,0.12633996300916703
8,0.0,0.0,0.0,0.8409596137324801,0.016534493841391947,0.09512115960300203,0.0,0.030176372506367614,0.016165929416960868,0.001042430899797376,0.142874456850559
9,0.0,0.0,0.0,0.8227434368416453,0.01617725413802683,0.10260535117087644,0.0,0.03895596350128168,0.01820485216976879,0.0013131421784008594,0.1590517109885858
10,0.0,0.0,0.0,0.8048725196380042,0.015826835737221167,0.10914750343041507,0.0,0.04829595354882404,0.020248933636188748,0.0016082540093466935,0.17487854672580697
11,0.0,0.0,0.0,0.7873258454701084,0.015483058979619458,0.1148270650533514,0.0,0.058122805561274506,0.02231254882446504,0.001928676111181054,0.1903616057054264
12,0.0,0.0,0.0,0.7700826414408877,0.015145519575044081,0.11971652686159322,0.0,0.06836921544929479,0.02441023327864169,0.002275863394538402,0.2055071252804705
13,0.0,0.0,0.0,0.7531293706841135,0.014813817922337498,0.12388303917375898,0.0,0.07897354735659448,0.026549686113078383,0.002650538750117034,0.22032094320280798
14,0.0,0.0,0.0,0.73645564826649,0.014487693617407012,0.12738840968631374,0.0,0.08987941409974334,0.02873571491329482,0.003053119416750921,0.23480863682021502
15,0.0,0.0,0.0,0.7200495395109722,0.014166946888822,0.13028888116802084,0.0,0.10103526801787187,0.03097487677999072,0.0034844876343223126,0.24897558370903702
16,0.0,0.0,0.6641146058118942,0.0,0.022463324201423596,0.14196792033882796,0.031019075026824435,0.10303115000934814,0.03342741125082063,0.003976513360860934,0.2714389079104606
17,0.0,0.0,0.6125248131569243,0.0,0.021686026278989252,0.16159930783075785,0.0585551719293273,0.10530302345487487,0.03579508072429838,0.004536576624827906,0.2931249341894499
18,0.0,0.0,0.5647976243908502,0.0,0.020935625179785665,0.1774024976047776,0.08290213556993094,0.11051819093712434,0.0382396806699832,0.005204245647547939,0.3140605593692356
19,0.0,0.0,0.5206293622621427,0.0,0.020206234286414073,0.18882656536392262,0.10432134163699418,0.11925108742772944,0.04078250244521335,0.005982906577583481,0.3342667936556496
20,0.0,0.0,0.479739671041534,0.0,0.019496533920608492,0.19545472662986021,0.12305035568784181,0.13193806084856485,0.04344664569436597,0.006874006177224538,0.3537633275762581
21,0.0,0.0,0.4418824972280818,0.0,0.018805189161016648,0.1970529421739139,0.13930785963256026,0.14883988438600143,0.046241126402083055,0.00787050101634275,0.3725685167372747
22,0.0,0.0,0.4068241063937565,0.0,0.018131346098448187,0.19779217072269292,0.15329250119306415,0.16581301604199,0.04918352957745629,0.008963329972591806,0.39069986283572294
23,0.0,0.0,0.37433643684772844,0.0,0.01747391013591862,0.19774021869920763,0.1651803639670631,0.1827912890213977,0.05230942621356678,0.010168355115117564,0.40817377297164154
24,0.0,0.0,0.3442144849752582,0.0,0.016831259717280694,0.1969591174082979,0.17513058764800077,0.19971378214388114,0.05564989468781864,0.011500873419462475,0.4250050326889222
25,0.0,0.0,0.31628608140488584,0.0,0.016201964029685177,0.19551309801662006,0.18329399214158842,0.21652432430550825,0.05921292973491814,0.0129676103667939,0.44120699671860736
26,0.0,0.0,0.29041071472608776,0.0,0.015585357035666141,0.1934726409325808,0.189820161528784,0.2331716824543288,0.06297676999085451,0.014562673331697805,0.4567923537542735
27,0.0,0.0,0.26790719656029505,0.0,0.012578832555231147,0.1909019033794572,0.19579917051331563,0.24961011310926073,0.06692244661688443,0.016280337265555608,0.4693711863095047
28,0.0,0.0,0.24694909427676132,0.0,0.01214600108952142,0.18565835996798086,0.20045805017820004,0.2656099983075536,0.07107566814601235,0.01810282803397024,0.4815171873990261
29,0.0,0.0,0.2274255817239537,0.0,0.011719070622868932,0.1803150086672562,0.20388395654916716,0.28116354471136423,0.07545420370498393,0.020038634020405743,0.4932362580218951
30,0.0,0.0,0.2092368345415617,0.0,0.011297421156511089,0.17487866306093464,0.20615841091263257,0.2962633683319553,0.08007107536739944,0.022094226629005106,0.5045336791784061
31,0.0,0.0,0.1922973327969845,0.0,0.010880573272498834,0.16936120428675847,0.20736298066935263,0.3109025721881029,0.08492543408275774,0.02426990270354481,0.515414252450905
32,0.0,0.0,0.17653589561067676,0.0,0.010468423440970383,0.16378165508730474,0.20758370485134753,0.3250751558267329,0.0899977236461002,0.02655744153686737,0.5258826758918754
