gene,sex,strategy,crc_incidents_total,crc_incidents_screen,crc_incidents_symptom,crc_deaths,screen_stage_1_count,screen_stage_1_pct,screen_stage_2_count,screen_stage_2_pct,screen_stage_3_count,screen_stage_3_pct,screen_stage_4_count,screen_stage_4_pct,symptom_stage_1_count,symptom_stage_1_pct,symptom_stage_2_count,symptom_stage_2_pct,symptom_stage_3_count,symptom_stage_3_pct,symptom_stage_4_count,symptom_stage_4_pct,total_stage_1_count,total_stage_1_pct,total_stage_2_count,total_stage_2_pct,total_stage_3_count,total_stage_3_pct,total_stage_4_count,total_stage_4_pct,per_person_crc_incidents_total,per_person_crc_incidents_screen,per_person_crc_incidents_symptom,per_person_crc_deaths,screening_colonoscopies,screening_alt_tests,per_person_screening_colonoscopies,per_person_screening_alt_tests,total_cost,total_cost_disc,total_qalys,total_qalys_disc,total_ly,per_person_cost,per_person_cost_disc,per_person_qalys,per_person_qalys_disc,per_person_ly,screening_cost,nonscreening_colo_cost,colo_complication_cost,crc_vs_NH_abs,crc_vs_NH_pct
PMS2,male,NH,14594.047496828382,0.0,14594.047496828382,0.006421380898604488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8674.542428530049,0.5943890774930823,2920.9715829102033,0.20014814831492064,1125.541099662614,0.07712329974993021,1872.9923857255155,0.12833947444206684,8674.542428530049,0.5943890774930823,2920.9715829102033,0.20014814831492064,1125.541099662614,0.07712329974993021,1872.9923857255155,0.12833947444206684,0.14594047496828383,0.0,0.14594047496828383,6.421380898604487e-08,0.0,0.0,0.0,0.0,21955285.054228615,7225892.395665342,3389618.7594414093,2008215.3372891548,3399472.0086853504,219.55285054228614,72.25892395665342,33.896187594414094,20.082153372891547,33.994720086853505,0.0,21891071.24524257,64213.80898604488,0.0,0.0
PMS2,male,Colo Q2Y @ 25,96400.7005177284,95949.02619461983,451.67432310857686,0.04463830523001658,95785.13418030202,0.998291884547266,93.10683734636874,0.000970378137632308,35.95704773964915,0.00037475156513537783,34.82812923181469,0.0003629857499665548,116.38073219370862,0.2576651499530385,125.17693080273648,0.27713979829808816,84.74601346704414,0.18762636955714718,125.37064664508756,0.2775686821917261,95901.51491249572,0.9948217637159091,218.2837681491052,0.002264337986931559,120.70306120669329,0.0012520973453351162,160.19877587690226,0.0016618009518244235,0.964007005177284,0.9594902619461984,0.004516743231085769,4.463830523001658e-07,100999.01938147454,0.0,1.0099901938147455,0.0,304120952.6813867,261597706.36023936,1728627.9571481424,1236866.0043676416,1866074.193383026,3041.209526813867,2615.9770636023936,17.286279571481423,12.368660043676416,18.66074193383026,302997058.14442366,677511.4846628652,446383.0523001657,-81806.65302090002,-560.5480798844767
PMS2,male,FIT Q2Y @ 25,95048.40236937709,94540.94709363839,507.45527573870856,0.044010685610125465,94363.44776210011,0.9981225137150099,97.16398822307448,0.001027745026997012,41.31629034609638,0.00043702005973321305,39.01905296910171,0.00041272119825978853,125.24258293907488,0.24680516476404307,142.1696572967001,0.28016194548325873,96.61366863181281,0.1903885391499205,143.4293668711208,0.28264435060277776,94488.69034503918,0.9941112947678726,239.3336455197746,0.002518018604770191,137.9299589779092,0.001451154943582174,182.44841984022253,0.0019195316837750888,0.9504840236937708,0.9454094709363838,0.005074552757387086,4.4010685610125465e-07,99516.8302018192,165771.78811314012,0.9951683020181921,1.6577178811314013,306382651.8996925,253787246.0001036,1824713.3367453406,1296463.1315787993,1958307.8457860812,3063.8265189969247,2537.872460001036,18.247133367453404,12.964631315787994,19.58307845786081,305181362.1299832,761182.9136080627,440106.8561012547,-80454.3548725487,-551.2819859605999
PMS2,male,Colo Q2Y @ 30,91730.63322128943,90922.16952796388,808.4636933255435,0.042467063177530455,90842.68467658377,0.9991257924025266,45.343868600866195,0.0004987108076751326,17.242928633228495,0.00018964493173389673,16.898054145992027,0.0001858518580641093,150.9628877024281,0.18672809793282824,211.31502423507774,0.2613784960037626,160.7204577515734,0.19879737219919436,285.4653236364644,0.35309603386421495,90993.64756428619,0.9919657628959635,256.65889283594396,0.0027979627287297187,177.9633863848019,0.001940064950336558,302.36337778245644,0.0032962094249697387,0.9173063322128944,0.9092216952796388,0.008084636933255436,4.2467063177530457e-07,95707.58898288007,0.0,0.9570758898288008,0.0,288760133.12040377,214382490.34093985,2070933.4701374993,1448645.069819713,2194590.2289382587,2887.6013312040377,2143.8249034093983,20.709334701374992,14.48645069819713,21.945902289382587,287122766.94864017,1212695.5399883154,424670.6317753047,-77136.58572446105,-528.5482710757559
PMS2,male,Colo Q2Y @ 35,86109.58887352473,85210.9033847611,898.6854887636106,0.039861541600459176,85204.37123476296,0.9999233413831017,3.5295947474636136,4.142186747541087e-05,1.3413123107277787,1.5741087788627476e-05,1.6612429399636646,1.9495661634550362e-05,156.24613611336144,0.17386075336358334,227.6221762116043,0.2532834668608718,179.47925684271206,0.19971309104994586,335.3379195959329,0.37314268872559914,85360.61737087632,0.9913021126631034,231.15177095906793,0.002684390600198742,180.82056915343983,0.0020998888918053464,336.9991625358965,0.003913607844892525,0.8610958887352472,0.8521090338476109,0.008986854887636106,3.9861541600459177e-07,89695.72723955273,0.0,0.8969572723955272,0.0,270833825.3678082,173611515.03327703,2379971.308991703,1616494.5430006061,2488984.503074683,2708.3382536780823,1736.1151503327703,23.79971308991703,16.16494543000606,24.889845030746827,269087181.71865815,1348028.2331454158,398615.41600459185,-71515.54137669635,-490.03226412849693
PMS2,male,Colo Q3Y @ 25,96351.38836451742,95896.28241235229,455.1059521651089,0.04461538643689731,95733.00503779249,0.9982973544912023,92.8438610114809,0.0009681695543968427,35.81805804871237,0.000373508306554527,34.61545549962335,0.0003609676478466341,116.73846536325253,0.2565083247272071,125.99805409170786,0.2768543313755579,85.45673216231647,0.18777326852300416,126.91270054783206,0.2788640753742309,95849.74350315574,0.9947935896941739,218.84191510318874,0.0022712896909722158,121.27479021102884,0.0012586719534566642,161.5281560474554,0.0016764486613971836,0.9635138836451742,0.9589628241235229,0.004551059521651089,4.461538643689731e-07,100943.49958623787,0.0,1.0094349958623787,0.0,303959311.5513303,261104398.1983107,1732220.991889909,1239076.705206473,1869522.0475939522,3039.5931155133035,2611.043981983107,17.322209918899087,12.39076705206473,18.69522047593952,302830498.75871366,682658.9282476633,446153.86436897307,-81757.34086768904,-560.2101876498399
PMS2,male,Colo Q3Y @ 30,91671.40629607576,90862.23691786357,809.1693782121895,0.042439615405146805,90783.27193848681,0.9991309373172472,45.13014930480066,0.0004966876321303514,17.11885171000981,0.00018840447132602162,16.71597836196277,0.0001839705792965834,151.01838452244792,0.18663383537339717,211.41970063703826,0.26127990792750616,160.84841727379356,0.1987821358603292,285.88287577890986,0.3533041208387676,90934.29032300926,0.99195915059178,256.54984994183894,0.0027985809349673004,177.96726898380336,0.0019413607380366078,302.5988541408726,0.0033009077352162994,0.9167140629607576,0.9086223691786357,0.008091693782121896,4.2439615405146804e-07,95644.50199712148,0.0,0.9564450199712148,0.0,288571656.21273416,213956739.6183019,2074175.0250847256,1450395.8803706234,2197677.628546374,2885.7165621273416,2139.567396183019,20.741750250847257,14.503958803706235,21.97677628546374,286933505.9913644,1213754.0673182842,424396.15405146824,-77077.35879924738,-528.1424417454996
PMS2,male,Colo Q3Y @ 35,86044.19299719566,85145.36327763055,898.8297195651008,0.03983124963061603,85138.81198132853,0.9999230575095364,3.5571324627538807,4.177717171932501e-05,1.3411209253941612,1.575095664365439e-05,1.653042913870727,1.941436210073715e-05,156.29871879774186,0.1738913560550346,227.64929377248475,0.2532729935572591,179.49922695486597,0.1997032619723753,335.38248004000843,0.3731323884153312,85295.11070012627,0.9912942143917394,231.20642623523864,0.0026870660085425418,180.84034788026014,0.0021017147303148517,337.03552295387914,0.003917004869403142,0.8604419299719566,0.8514536327763055,0.008988297195651009,3.983124963061603e-07,89626.73762274408,0.0,0.8962673762274408,0.0,270626769.94388604,173250658.21157998,2382816.3208835335,1617847.2915209183,2491666.216202539,2706.2676994388603,1732.5065821157998,23.828163208835335,16.178472915209184,24.91666216202539,268880212.86823225,1348244.5793476512,398312.49630616035,-71450.14550036727,-489.5841644745573
PMS2,male,Colo Q4Y @ 25 + FIT Q2Y @ 27,96362.65880040539,95909.42794397536,453.2308564300081,0.044620649854204525,95744.88531191263,0.9982843956471219,93.44293477978533,0.0009742831000344324,36.1496619152968,0.0003769145817073719,34.9500353676612,0.0003644066711364075,116.65900569793543,0.2573942264585221,125.6560025260138,0.2772450303048127,85.06633476812009,0.18768875411124347,125.84951343793875,0.2776719891254217,95861.54431761056,0.9947997026126814,219.09893730579913,0.002273691282840334,121.21599668341688,0.001257914613320185,160.79954880559995,0.0016686914911580198,0.9636265880040539,0.9590942794397536,0.004532308564300081,4.4620649854204526e-07,100957.33699403482,4798.562052519368,1.0095733699403482,0.04798562052519368,304190006.2473923,261378527.12182927,1731393.9896650405,1238548.971380393,1868727.0461572013,3041.900062473923,2613.7852712182926,17.313939896650407,12.38548971380393,18.687270461572012,303063953.4642052,679846.2846450121,446206.4985420452,-81768.61130357701,-560.2874139017788
PMS2,male,Colo Q4Y @ 30 + FIT Q2Y @ 32,91684.94361127024,90876.27695080439,808.6666604658818,0.04244589696429854,90796.84518457485,0.9991259350746451,45.309300258244946,0.0004985822678758397,17.240534576226885,0.00018971435840797044,16.881931395048728,0.0001857682990709194,151.00576753121868,0.18673425641688082,211.35774590563938,0.2613657224150602,160.75598878339517,0.1987914138698161,285.54715824562874,0.35310860729824306,90947.85095210606,0.9919605921088926,256.6670461638843,0.0027994459728536486,177.99652335962205,0.0019413931704457316,302.4290896406775,0.00329856874780803,0.9168494361127024,0.9087627695080439,0.008086666604658819,4.244589696429854e-07,95659.28098566717,4527.287277334506,0.9565928098566716,0.04527287277334506,288796393.4084366,214185004.95340332,2073425.2539683431,1449976.2514876255,2196961.7032454466,2887.963934084366,2141.850049534033,20.734252539683432,14.499762514876256,21.969617032454465,287158934.44809484,1212999.990698823,424458.9696429854,-77090.89611444186,-528.2352009008841
