mutation,current,new,nono,init adenoma,adenoma,init dx stage I,init dx stage II,init dx stage III,init dx stage IV,dx stage I,dx stage II,dx stage III,dx stage IV,all cause dx,all cause,cancer death,csy death,cancer incidence,overall survival,age,csy tracker
0.0,0.0,0.6922934520443564,0.0,0.014867494492255776,0.20432214747551938,0.003961561146934195,0.0031369828086582987,0.0015595285963044114,0.0003047354728410919,0.027389578673494584,0.019988630737227443,0.0074366871619184986,2.545754527766581e-05,0.000448544483427145,0.01440201051439311,0.009096240117278453,0.000766948730113859,0.07334794674336179,0.9752862561547875,38.0,False
0.0,0.0,0.6700555769980999,0.0,0.01439116070148027,0.21670526413237032,0.003916989837240944,0.0031016887851455436,0.001541982424615213,0.0003013069105569957,0.031183682625466898,0.022674170055960192,0.008377467313237632,2.6074406969509184e-05,0.0005474721375410058,0.015815277211950397,0.010539080204186552,0.0008228062551789485,0.08220991470092048,0.9722753641911431,39.0,False
0.0,0.0,0.648472148761505,0.0,0.013928887322315604,0.2284564392867422,0.0038725932013151543,0.003066533077964489,0.0015245050159023456,0.00029789178471655036,0.03492560196167312,0.02527268263181066,0.00923720383313983,2.5852421685199575e-05,0.0006641057450967207,0.01729305617857049,0.012084468107514953,0.0008780306700479246,0.09097143778081902,0.9690803392987699,40.0,True
0.0,0.0,0.6275168847024785,0.0,0.013480218360729351,0.23959131086534424,0.0038283537022028133,0.003031501800386843,0.0015070894664780303,0.00029448874632329334,0.03861438037122282,0.027786004613718978,0.010021535424497395,2.5565265542841083e-05,0.000800471869628066,0.018846090359696338,0.01372348023620892,0.0009326242155418922,0.09963287149621,0.9656973333189248,41.0,False
0.0,0.0,0.5887006999976835,0.0,0.027032852962318582,0.24831942477097116,0.00655900905862532,0.0051937854536625834,0.0025820533398208272,0.0005045391583557939,0.04224873800260169,0.03021592325913084,0.01073570671674783,2.5273930417714848e-05,0.0009591794718054499,0.020488175310143898,0.01544805011550648,0.0009865884522086744,0.11447225850667454,0.9621180066503355,42.0,False
0.0,0.0,0.5522046421643623,0.0,0.025360687257677136,0.2701439441073574,0.00643584587126928,0.005096258042860289,0.0025335682841648296,0.0004950650670207139,0.048513253401304524,0.0347184914083458,0.012401791915884313,4.183826415453537e-05,0.0011555263114649893,0.022218191334667736,0.01764135720552038,0.0010395393639460794,0.12903299577198965,0.9579453857844008,43.0,False
0.0,0.0,0.5178836014690594,0.0,0.023788470494808332,0.2898682729631487,0.006314110787984014,0.004999861483697748,0.0024856454233240237,0.00048570082984492416,0.05463729438499402,0.03903755645298045,0.013908141786937857,4.2398343713451584e-05,0.001393715470605634,0.024049852075665318,0.02001388933275824,0.001091488700478093,0.14331831429684036,0.9534510544204927,44.0,False
0.0,0.0,0.4855999620702396,0.0,0.022309951479228752,0.30761616896544375,0.006193677510082764,0.004904495765902641,0.0024382350379058846,0.000476436731544828,0.06061901439010241,0.04317781587144308,0.015266268514167708,4.170331483048869e-05,0.0016796689172979516,0.026000310970405185,0.022533843288998726,0.0011424471724064552,0.15733115934227648,0.9486437296508917,45.0,True
0.0,0.0,0.45523069459350807,0.0,0.020919201846458967,0.3235055608588536,0.006074396253860469,0.0048100422824686965,0.002391278163284438,0.0004672612502969591,0.06645666661717277,0.047143777839389216,0.016486846236211956,4.0917112083716414e-05,0.0020188053004202592,0.02807798115100484,0.02518414623699855,0.0011924242579877098,0.171074137292187,0.9435266430535887,46.0,False
0.0,0.0,0.42030750704286557,0.0,0.019610921603671484,0.33283959582640643,0.010884965694371158,0.008619316726312002,0.004285031743937966,0.0008373050534131659,0.07214730647120332,0.05093974914910949,0.017579760950405827,4.013075892708429e-05,0.0024185453481077876,0.030299790257236028,0.027948644614433516,0.0012414287595993547,0.19570075651022134,0.9380915910206233,47.0,False
0.0,0.0,0.38794522525973746,0.0,0.01810646265277074,0.34049624408332174,0.010518835968244721,0.008329394997478853,0.004140899227318058,0.0008091412283265172,0.0824516632102647,0.05839659945343427,0.020361035906792037,6.92916796619399e-05,0.0029244286902755175,0.03266425514038223,0.03149773756979285,0.0012887849321985055,0.21949902793158946,0.931624793667351,48.0,False
0.0,0.0,0.3579457128084076,0.0,0.016712325178074406,0.34632050551062665,0.010162062366744665,0.008046881964616816,0.004000449890980931,0.000781697105134205,0.09233954620827814,0.06542371663209287,0.022816834564427145,6.937136647165925e-05,0.003552273023965143,0.035196802346435345,0.03529728613635451,0.0013345348973900627,0.2424901192590661,0.924619103595855,49.0,False
0.0,0.0,0.3301359224820011,0.0,0.015419973643306464,0.35046693015900976,0.009814010072354301,0.0077712749441719575,0.0038634338293883443,0.0007549238517195616,0.10181176543591146,0.07203678349253116,0.024972982594762324,6.721145929097062e-05,0.004317117616700108,0.03790469384017461,0.03928425865987005,0.0013787179188079514,0.26469376195670025,0.9171152119644472,50.0,True
0.0,0.0,0.3043659251060799,0.0,0.014221953333202626,0.35308830240202954,0.009474311114183929,0.007502282556480487,0.003729706185221728,0.000728793162629533,0.11087125097589662,0.07825068017126122,0.026853294779301224,6.492770968094618e-05,0.0052284263305963485,0.040773592580003945,0.04342518198996388,0.0014213716034681008,0.2861288549752159,0.9091514274959678,51.0,False
0.0,0.0,0.281645372326867,0.0,0.01311180543617368,0.3557143734345546,0.008021407576262405,0.006351793329619552,0.0031577486838680058,0.0006170313520201851,0.11952104192631283,0.08407971164830348,0.028479812821791343,6.268495600430119e-05,0.006294570324379248,0.04378907960889998,0.04769103329842472,0.0014625332765188003,0.30427683591698607,0.9007627834917773,52.0,False
0.0,0.0,0.26051051831534344,0.0,0.012133024820901039,0.3570379139480897,0.0077681739769066855,0.006151268986238326,0.0030580594388727677,0.0005975518443774375,0.1266792282629522,0.08866713085318614,0.029461909761118267,5.368257726774009e-05,0.007516328796210345,0.046964257265249915,0.05189855566625137,0.0015023954870346475,0.3218518901633812,0.8921184627852538,53.0,False
0.0,0.0,0.24084938842982964,0.0,0.011222554656987491,0.3572125857660735,0.0075198909155326215,0.0059546647521185915,0.0029603190481960998,0.0005784531473486633,0.13350014160586052,0.09296864400471884,0.030283707829109663,5.1434574762053275e-05,0.008910454318417122,0.05030926948194183,0.056137507830513064,0.0015409836385902509,0.33886521802657726,0.8831017847305377,54.0,False
0.0,0.0,0.22255853905782752,0.0,0.010375571179371365,0.356326882015591,0.00727630318782245,0.005761778542393342,0.002864427046789833,0.0005597156298324962,0.13997880548412678,0.09699373294311948,0.030958062567694553,4.9750266933994544e-05,0.010494155933336923,0.053833243488609774,0.06039071083136549,0.0015783218251849862,0.35532744243341535,0.8737035679215028,55.0,True
0.0,0.0,0.20554406663107258,0.0,0.009587618131918812,0.35446546736207857,0.007037174642298572,0.0055724233592862,0.002770290470045139,0.0005413211263306595,0.1461105680035205,0.10075150158442503,0.03149685239170356,4.813916917901632e-05,0.012283332454673623,0.057539762914541916,0.06463704882991361,0.0016144329290122194,0.3712486520313759,0.8639254228718586,56.0,False
0.0,0.0,0.1865795051517307,0.0,0.00885465023486858,0.3461467336204251,0.0106527798292179,0.008435459140783407,0.004193628258560893,0.0008194446022475308,0.15189339858230574,0.10425068719023071,0.031911049152372244,4.6561038419071e-05,0.014288270500304304,0.06141980813779167,0.06885868556774387,0.0016493389929983127,0.3953499638621857,0.8537838968011618,57.0,False
0.0,0.0,0.16926522574071406,0.0,0.008037674286549725,0.3373509583490905,0.01012881112340449,0.008020551794551068,0.003987360035005387,0.0007791393171849609,0.16103267305925154,0.1104892783265082,0.03362237823856079,6.840844527838964e-05,0.016581440538585162,0.0653977873275224,0.0735557852540016,0.0016825281637917325,0.4182658261323316,0.8427824587160991,58.0,False
0.0,0.0,0.153466503080963,0.0,0.007291790979061625,0.3280300908072143,0.00962521357609767,0.007621775456185939,0.003789111226789581,0.0007404010443152055,0.16950821524744525,0.1161999165703614,0.03502411734170534,6.69539039479583e-05,0.019168344042603206,0.06945522050528168,0.07829827902626846,0.0017140671917593973,0.44004232743572,0.8313640892340872,59.0,False
0.0,0.0,0.13905702182970464,0.0,0.006611196469073272,0.31828275288602303,0.009141469594156952,0.007238720266866365,0.0035986780755278497,0.0007031899687813041,0.17733277606331213,0.1214088100367495,0.03614504689794393,6.378247959215342e-05,0.022059702520148886,0.07358062234288062,0.08303220943797339,0.0017440211312659078,0.46072438534105253,0.8195834445677312,60.0,True
0.0,0.0,0.1259164039560624,0.0,0.005990449207247418,0.30818823751103724,0.008676952700947278,0.006870890147808931,0.00341581395919644,0.0006674579000728676,0.18405630976943266,0.12614129454983003,0.037011789104388036,6.05962806936065e-05,0.025276319607720005,0.07777695629268094,0.08817807602898811,0.001772452983893975,0.4803555000490779,0.8069961950867169,61.0,False
0.0,0.0,0.11785553167697144,0.0,0.002217189042962692,0.29959789607431836,0.007127514019231316,0.0056439590650021725,0.0028058539351725085,0.0005482703091716397,0.1901682866967533,0.13042175270123574,0.03764891153819573,5.752602229903043e-05,0.02883774825279961,0.08204886292811292,0.0932212748377945,0.0017994228999789331,0.49648109737765556,0.7940926910813141,62.0,False
0.0,0.0,0.11022856799149157,0.0,0.0020752498108022924,0.2875977550370502,0.006796731588341809,0.005382027275836275,0.0026756364171300335,0.0005228255067955238,0.19467300375256366,0.1334167749971948,0.0376744933593276,4.787030431678753e-05,0.03273310329837894,0.08641496783184661,0.09793585166587379,0.0018251411630500357,0.5118583181657592,0.7810909360408507,63.0,False
0.0,0.0,0.10301598657113545,0.0,0.0019409510238037287,0.27581952706762336,0.006476564104265798,0.00512850098754079,0.0025495976338059927,0.0004981972387896769,0.19868523220852727,0.13609774245237855,0.037577364201993896,4.5101106021962044e-05,0.03697272584782841,0.09086270926809899,0.10248015234900912,0.001849647939176972,0.5265111781301615,0.7678347645958865,64.0,False
0.0,0.0,0.09619837630519391,0.0,0.001813948854155761,0.2642691799715422,0.006166825414746552,0.004883232794482564,0.0024276643035427603,0.00047437118574973484,0.2022085545178952,0.1384791721179058,0.037369880498994194,4.294065222780305e-05,0.04156681760387682,0.0953822403503801,0.10684381273926159,0.0018729826900448824,0.540463271828683,0.7543341466164366,65.0,True
0.0,0.0,0.08975590018454443,0.0,0.0016939015028502858,0.2529486494270256,0.005867292231713064,0.004646045884840662,0.0023097485256065005,0.0004513301716702358,0.20524402919488546,0.14057518929991086,0.03706348805676496,4.089183605787862e-05,0.04653015210632553,0.09996867621063052,0.11100952133473832,0.0018951840324355487,0.5537376886425135,0.7405964663158702,66.0,False
0.0,0.0,0.08215716418281609,0.0,0.001580459671480664,0.23756836155865665,0.00813604237543018,0.006442567491856477,0.003202876410237221,0.0006258494134946293,0.20778295773446132,0.14239958228512384,0.036668790796077204,3.8914333297761197e-05,0.05189567356720199,0.10463270078835958,0.11495176992635134,0.0019162894651549027,0.572145024333532,0.7266035662529322,67.0,False
0.0,0.0,0.07511844585020654,0.0,0.0014466579294195013,0.22287106058719702,0.0075905077515306014,0.006010583061166765,0.002988118436122906,0.0005838852116562002,0.21212512826495938,0.14595229264053622,0.03713356151371147,5.256482774768949e-05,0.057795319345154354,0.10930973709423573,0.11908615774142281,0.00193597974493263,0.5893181187940084,0.7118728060742545,68.0,False
0.0,0.0,0.06859262973166416,0.0,0.0013227172142049198,0.20878029275883805,0.007073856790416738,0.005601470309153525,0.0027847309536934667,0.0005441428300320568,0.21564651362909268,0.14901523391024274,0.03736714600407432,5.033773181559439e-05,0.06429375029877056,0.11402771082008574,0.1229451372200125,0.0019543297979027745,0.6053223196773042,0.6967790718632284,69.0,False
0.0,0.0,0.06253434866844557,0.0,0.0012078078970720202,0.19524574300445452,0.006583884239745866,0.005213482995273876,0.0025918458319361556,0.0005064526338266053,0.21832252839760635,0.15162133988310675,0.03739624473535931,4.7032740539098386e-05,0.071486931136014,0.11882270622231228,0.12644824278467867,0.0019714088296287646,0.6202179853780867,0.6812707110273664,70.0,True
0.0,0.0,0.05690402989652071,0.0,0.00110113113399321,0.18222497071932112,0.006118310110880522,0.004844815698661046,0.0024085655187629203,0.0004706392392985017,0.22025657152694034,0.15380142899895055,0.03724495902632263,4.380681772263806e-05,0.07947573095297532,0.12372227217324264,0.12939548805517517,0.0019872801312325133,0.6340603159456897,0.6654192286873744,71.0,False
0.0,0.0,0.051671963744832045,0.0,0.0010019901110820493,0.16969818564987987,0.0056751780545101155,0.004491868938660841,0.0022341198676125796,0.00043655215803923967,0.22129285838143986,0.15527687963281522,0.03693487935172249,4.073688654539468e-05,0.08833154808004445,0.12872577327548465,0.13218546394839473,0.002002001918936266,0.6469000852997849,0.6487552127771399,72.0,False
0.0,0.0,0.04681465295654476,0.0,0.0009098616879448384,0.15765963682260387,0.005253302226766191,0.004157953736924428,0.0020680420530708537,0.00040410017128970704,0.22143328563093978,0.1560466733615797,0.03648537379987633,3.781651666052626e-05,0.09808946862777607,0.13381483474473704,0.13480936833048096,0.0020156293328047418,0.6587853844553646,0.6312706989642012,73.0,False
0.0,0.0,0.04231125558586786,0.0,0.0008243321149925088,0.1461078546503885,0.004851979311088359,0.003840305411365226,0.001910055203912612,0.00037322917777602766,0.2206863555637302,0.15612084340904855,0.03591404447392765,3.503771615229361e-05,0.10877020450123151,0.138965628746815,0.13726065844525057,0.0020282156884529274,0.669762713213483,0.61297529261825,74.0,False
0.0,0.0,0.038142270523712274,0.0,0.0007450343984705537,0.13504200408406034,0.004470672447160639,0.0035385000163671563,0.0017599479769365412,0.0003438978805508184,0.21906434056051974,0.15550992619569978,0.035237037979780075,3.239546136289686e-05,0.12038632865419795,0.14415352132581674,0.13953430958651974,0.002039812908844596,0.6798773567590954,0.5938860275246209,75.0,True
