gene,sex,strategy,crc_incidents_total,crc_deaths,crc_vs_NH_pct,per_person_screening_alt_tests,total_ly,per_person_ly,per_person_qalys_disc,total_stage_1_pct,total_stage_2_pct,total_stage_3_pct,total_stage_4_pct
PMS2,male,NH,26007.508944093937,0.011443303935401333,0.0,0.0,3359829.1164382333,33.59829116438233,20.03739127866402,0.32329254442954425,0.4062266465153225,0.22165969306297373,0.04882111599215945
PMS2,male,Colo Q2Y @ 25,7933.522946720303,0.6558423932439836,69.4952601428522,0.0,3448678.9620647714,34.48678962064771,20.22200866771702,0.9468582804510841,0.04391135352103976,0.008287595354548576,0.0009427706733272844
PMS2,male,FIT Q2Y @ 25,34332.80450819394,0.08493038998081165,-32.01112256462609,13.3616040843219,3320650.660007394,33.206506600073936,19.818097024787416,0.9252158968596056,0.060306474312792964,0.01278037862768573,0.0016972501999154876
PMS2,male,Colo Q2Y @ 30,8003.762791949485,0.5496032326479241,69.22518489120019,0.0,3447729.700025254,34.47729700025254,20.229160226629332,0.9419065816839107,0.046493508453794324,0.010321330337726545,0.0012785795245683093
PMS2,male,Colo Q2Y @ 35,8881.332016520999,0.4473057345770609,65.85089315700162,0.0,3437018.1903700805,34.370181903700804,20.193613951262428,0.9461921830031275,0.04328490688982587,0.008905244011335281,0.0016176660957115479
PMS2,male,Colo Q3Y @ 25,12779.685233412823,0.43675769295158007,50.86155594184667,0.0,3427639.1719471533,34.27639171947153,20.164690252702872,0.9303052134078676,0.05554356669228118,0.012533884086922279,0.0016173358129291321
PMS2,male,Colo Q3Y @ 30,12858.696460924251,0.36795591213937767,50.55775434484916,0.0,3426894.688479204,34.268946884792044,20.16887777288288,0.9362241741793453,0.052528020726575204,0.010008679676554158,0.0012391254175252043
PMS2,male,Colo Q3Y @ 35,13631.614695405613,0.29815028163138624,47.585850206921776,0.0,3417104.2115176157,34.17104211517616,20.13451791876219,0.9339176623540554,0.05295936130231643,0.011324413748797951,0.0017985625948299792
PMS2,male,Colo Q4Y @ 25 + FIT Q2Y @ 27,15157.737014405237,0.3651924772572471,41.717843692802354,7.005742082932102,3416863.0922059505,34.168630922059506,20.131815903556884,0.9366627392020171,0.052198358734568066,0.009956644535931019,0.0011822575274834893
PMS2,male,Colo Q4Y @ 30 + FIT Q2Y @ 32,15208.007976688148,0.30739853569199677,41.52454966225535,5.789582050400325,3416131.2487314898,34.161312487314895,20.13504690142857,0.936916303567101,0.052125358152030586,0.009791665699570861,0.001166672581297607
PMS2,male,Colo Q4Y @ 35 + FIT Q2Y @ 37,15930.795759545952,0.2508120548922219,38.74539928529492,4.648412186083457,3407351.073839481,34.07351073839481,20.103599062502973,0.9396252302679701,0.04981365055290925,0.009181697032323423,0.0013794221467974819
PMS2,male,Colo Q6Y @ 25 + FIT Q3Y @ 28,21257.37094341861,0.24866575380483313,18.26448665608953,4.531288107212224,3388287.832965893,33.88287832965893,20.041687486068255,0.9223671469223447,0.06233134604213863,0.013496326079361154,0.0018051809561554564
PMS2,male,Colo Q6Y @ 30 + FIT Q3Y @ 33,21291.11853489704,0.209622790712309,18.13472570300873,3.774919532734198,3388132.0698538814,33.881320698538815,20.045259753007883,0.9251220604754365,0.05983104842121261,0.013222153081280072,0.0018247380220706671
PMS2,male,Colo Q6Y @ 35 + FIT Q3Y @ 38,21765.29443781448,0.17118115338792922,16.311498788286784,3.0090361029189445,3381537.253630593,33.81537253630593,20.02177564444909,0.9231638244956342,0.06019509844808657,0.01440709777662881,0.0022339792796503485
PMS2,male,Colo-None-FIT-FIT @ 25,13657.806008347357,0.3997290654380361,47.485143472578066,13.835776108830192,3423539.7332319496,34.235397332319494,20.152106990246516,0.9455530899633607,0.045355314643946015,0.008174295652038872,0.0009172997406544901
PMS2,male,Colo-None-FIT-FIT @ 30,13715.81266694491,0.3368574566763499,47.26210535415525,11.463242339801855,3422693.7922335523,34.22693792233552,20.15533435446141,0.946195955930977,0.04513697008968925,0.007794758077425474,0.0008723159019083263
PMS2,male,Colo-FIT-FIT-FIT @ 25,12467.60936020731,0.4341753827579885,52.06150121102395,21.187839523540333,3428815.8368468303,34.2881583684683,20.167776868216308,0.9505297878316766,0.04138810811358209,0.0072785329612163555,0.0008035710935250154
PMS2,male,Colo-FIT-FIT-FIT @ 30,12529.846227254679,0.36614732684365114,51.82219775762073,17.632070495692346,3428016.504219241,34.28016504219241,20.17174183160069,0.9516723446659563,0.04092582062200965,0.006679567368855975,0.0007222673431781486
