label,cost,qalys,incr_cost,incr_qalys,ICER
FIT Q2Y @ 25,3328.4384024909286,19.818097024787416,,,
Colo Q6Y @ 35 + FIT Q3Y @ 38,5543.162154632657,20.02177564444909,2214.7237521417283,0.2036786196616731,10873.619213546155
NH,112.88893049917273,20.03739127866402,-5430.273224133484,0.015615634214931617,-347745.92881671595
Colo Q6Y @ 25 + FIT Q3Y @ 28,9832.846362199689,20.041687486068255,9719.957431700515,0.004296207404234309,2262450.695960488
Colo Q6Y @ 30 + FIT Q3Y @ 33,7495.58574749939,20.045259753007883,-2337.260614700299,0.003572266939627866,-654279.3845478352
Colo Q4Y @ 35 + FIT Q2Y @ 37,7925.992071848663,20.103599062502973,430.40632434927284,0.05833930949508925,7377.638303818158
Colo Q4Y @ 25 + FIT Q2Y @ 27,14138.831449953976,20.131815903556884,6212.839378105313,0.028216841053911423,220181.96034896286
Colo Q3Y @ 35,9265.561088892091,20.13451791876219,-4873.270361061885,0.0027020152053047752,-1803568.8146737136
Colo Q4Y @ 30 + FIT Q2Y @ 32,10751.945797524408,20.13504690142857,1486.3847086323167,0.0005289826663812391,2809893.0326028406
Colo-None-FIT-FIT @ 25,15487.545589518806,20.152106990246516,4735.599791994398,0.01706008881794574,277583.5367875082
Colo-None-FIT-FIT @ 30,11791.339557436739,20.15533435446141,-3696.2060320820674,0.0032273642148936688,-1145270.8110924647
Colo Q3Y @ 25,16628.67414296991,20.164690252702872,4837.334585533172,0.009355898241462768,517035.8270994692
Colo-FIT-FIT-FIT @ 25,16914.433178271054,20.167776868216308,285.75903530114374,0.0030866155134354756,92580.05542228589
Colo Q3Y @ 30,12632.125384418528,20.16887777288288,-4282.307793852526,0.001100904666571978,-3889808.013246845
Colo-FIT-FIT-FIT @ 30,12885.094126229196,20.17174183160069,252.96874181066778,0.0028640587178117016,88325.26380742285
Colo Q2Y @ 35,13664.069628153344,20.193613951262428,778.9755019241475,0.021872119661736633,35614.9981790241
Colo Q2Y @ 25,24527.69528894456,20.22200866771702,10863.625660791216,0.028394716454592128,382593.2080767195
Colo Q2Y @ 30,18598.907727941336,20.229160226629332,-5928.787561003224,0.007151558912312339,-829020.306439208
