,MLH1,MLH1,MSH2,MSH2,MSH6,MSH6,PMS2,PMS2
,male,female,male,female,male,female,male,female
36,42.78353420288705,26.477632685505693,32.182254508039996,21.285986911125192,10.215288544382206,7.182852759740182,6.822048192813987,3.9205213636028557
37,44.12333008004485,27.861390332192457,33.89301152233372,22.567463139494954,10.601308270477228,7.82390934934026,7.321868507611699,4.111593294052303
38,45.34872735338158,29.228549917014377,35.581437071715214,23.865304609228783,10.977281808558201,8.483302790762927,7.843678587971787,4.3088588396389005
39,46.46214397391888,30.57119072336804,37.23734837413607,25.173016482365743,11.34185567876266,9.155310309395512,8.386376899855318,4.512219631495531
40,47.467781230376204,31.881967532032707,38.851358913539805,26.483902613060636,11.693863531690097,9.833745519140235,8.9485705038403,4.7215465791904085
41,48.371178138348796,33.15425950728045,40.415073764686504,27.791201631342034,12.032334752117638,10.512180728884962,9.528577382073498,4.936678916816772
42,49.1787987802408,34.38228525601594,41.921236857084374,29.08822585729965,12.356497202939755,11.184188247517545,10.124436945952475,5.157423532932691
43,49.89766956508905,35.56118093646108,43.36382643233916,30.368497018469363,12.66577458583179,11.843581688940212,10.733929110265652,5.383554618055801
44,50.53507484542459,36.68704091774704,44.73809872918237,31.62587297923869,12.959779094991736,12.484638278540288,11.354601910940247,5.614813659754222
45,51.09831262726269,37.75692286964612,46.040583271632556,32.85466034592691,13.23830017264746,13.102285687167681,11.983807191876618,5.850909810521943
46,51.59450737459699,38.7688210926024,47.26903575921143,34.04970881284228,13.5012902406797,13.69224146545856,12.618743425061071,6.0915206476244075
47,52.03047396770615,39.72161326434033,48.4223563157393,35.206484356578066,13.748848288208249,14.25109885406226,13.256504295512558,6.336293337041233
48,52.41262539171661,40.614986546754416,49.50048172491448,36.32111974275112,13.981202150702241,14.77635860081002,13.894131317462747,6.584846205666282
49,52.74691632789575,41.44934920397775,50.504260351703216,37.390442154518624,14.198690234526751,15.26641152206381,14.528668485121727,6.836770717252937
50,53.03881513948148,42.22573362018462,51.4353178743912,38.411978973126146,14.40174333463646,15.720480278792982,15.157216826317256,7.091633838465272
51,53.29329749188718,42.945695993585886,52.2959209228236,39.38394375132067,14.590867074276874,16.138530929857744,15.776986733777443,7.3489807721052385
52,53.51485580140216,43.61121714856227,53.08884442546911,40.30520516738218,14.766625374185892,16.521165338404245,16.38534609620019,7.608338025451782
53,53.70751971271679,44.224607968985815,53.81724708116269,41.17524221124175,14.929625242808804,16.8695047431495,16.97986252473641,7.869216773004222
54,53.874883766148145,44.7884220103137,54.48455802471541,41.99408904517591,15.080503074024895,17.185073183815998,17.5583383432779,8.131116465100554
