,MLH1,MLH1,MSH2,MSH2,MSH6,MSH6,PMS2,PMS2
,male,female,male,female,male,female,male,female
0,1.0063823840923347,1.0363718280941603,1.0019097348916726,0.732591761881856,0.7411386213429043,0.0566274453650137,5.697818973665127e-05,0.5320163589621079
1,1.1582297510215933,1.1541706069980733,1.1269956433431945,0.8191800010745244,0.812715886541929,0.06563769212195324,7.740302769812745e-05,0.5671261302893645
2,1.3324349157941067,1.285009170227346,1.2673461065013585,0.9157878806179278,0.8908287728124752,0.07607544953292918,0.000105149480291111,0.6044127319144604
3,1.532111672712793,1.4302475214187886,1.4247311087808918,1.0235214191699897,0.9759986340545604,0.08816477134952357,0.00014284207449641635,0.6439921983534624
4,1.7607505779993202,1.5913677153557684,1.6011015549706222,1.1435954938934718,1.0687734623753882,0.10216415498999686,0.00019404611196439201,0.6859842053080112
5,2.0222462685754974,1.7699800710822473,1.7986013483777419,1.2773412571095073,1.1697261644327872,0.11837158907470693,0.000263604876760917,0.7305118228710069
6,2.3209204912543338,1.9678284723028734,2.0195784761862736,1.4262131899576318,1.2794520498546351,0.13713025539265802,0.0003580976957273447,0.7777012059123749
7,2.661538166376559,2.1867943608063563,2.2665944606128985,1.591795501331964,1.398565407066229,0.15883494004534524,0.000486462151515667,0.8276812152924344
8,3.049313087182739,2.428898949315713,2.542431376268228,1.7758075075070776,1.5276950389730595,0.18393920147233753,0.0006608392516331853,0.8805829635109842
9,3.4898990621566535,2.6963030944752697,2.8500954564764034,1.9801075449795789,1.6674786329516382,0.2129633301901921,0.0008977214019526942,0.936539278489611
10,3.989361490526614,2.991304181325339,3.19281611807607,2.2066948770053068,1.8185558480915696,0.24650311420334808,0.0012195115935193159,0.9956840794306803
11,4.554123603738598,3.3163292818323815,3.5740390327731024,2.457708955128754,1.981560019348413,0.2852393924250925,0.001656640956791932,1.058151659128428
12,5.190881034813686,3.673923768007527,3.997411675375174,2.735425294268138,2.1571084049991334,0.3299483326731953,0.002250444373842113,1.124075867756229
13,5.906478171716476,4.066734493336933,4.4667596029442596,3.042247119266587,2.3457909422339243,0.38151230676806963,0.0030570650274806925,1.1935891940502148
14,6.707740142509366,4.497486615746508,4.986051588727671,3.380691850423244,2.5481575272661745,0.44093114816643136,0.004152755140507424,1.26682174098254
15,7.601255545472439,4.96895313495724,5.5593516830949286,3.7533714265716207,2.7647039018357678,0.5093334620718879,0.005641070465549207,1.343900094494662
16,8.593107468735989,5.483916273277054,6.190756340899933,4.1629654313348405,2.995856307394493,0.5879875085330731,0.007662631972342324,1.4249460856638896
17,9.688554195905244,6.045119960052386,6.884314987753444,4.612186009263873,3.241955160369007,0.6783109905670047,0.010408365029825208,1.510075448820309
18,10.891666400838789,6.655212905415477,7.64393284753221,5.103733654744273,3.5032381039359852,0.7818788482513406,0.014137444293785384,1.5993963806211628
19,12.204934501330612,7.316682086713287,8.473255569476741,5.640243150978547,3.77982289914918,0.9004278856415217,0.019201597319301354,1.6930080079187058
20,13.628867726171938,8.031776935194891,9.375536215065678,6.224219252265727,4.071690724507384,1.0358567455583325,0.026077984016738987,1.790998775402898
21,15.16161447077187,8.802425107535239,10.353486510992248,6.857962160516083,4.378670549722598,1.1902194119697758,0.03541361154008862,1.8934447674212227
22,16.79864033172249,9.63014145077201,11.409115928528118,7.5434834595572084,4.7004253265425975,1.365710088130046,0.048085209144928934,2.000407982012958
23,18.53250413141641,10.515932597535523,12.543564045180558,8.28241393882007,5.036440786093058,1.5646370157893554,0.0652797186168191,2.111934578960211
24,20.35277151575794,11.460200517299647,13.756933653329522,9.075905643305653,5.386017637519754,1.789382633601378,0.08860208299873135,2.228053127445053
25,22.246098956108593,12.462649231385365,15.048134005222453,9.924531486665263,5.748267917333325,2.042347512793109,0.12021882787551509,2.348772882579608
26,24.196507738933693,13.522199683974844,16.414745163154272,10.828186787238238,6.122116136309708,2.32587586953493,0.16304791732974266,2.474082123490435
27,26.185848656077845,14.636918339239378,17.852915353565656,11.785998031461148,6.506305709023114,2.64216126434554,0.2210072245275989,2.603946588617882
28,28.1944359921549,15.803965328004605,19.357303195916675,12.796244907766209,6.899410933694696,2.9931324810873003,0.2993350000327223,2.73830804625005
29,30.201807643185866,17.01956778500874,20.921075435423994,13.85630204438559,7.299854527005598,3.3803216133142326,0.40499458538771954,2.877083039858844
30,32.187550874023984,18.27902331484175,22.535968214570545,14.96260678685015,7.705930426106024,3.8047190679485863,0.547169796305215,3.0201618483555444
31,34.132123864578865,19.576737263537023,24.192416012122386,16.110658653286585,8.115831269763522,4.266623376576604,0.7378426003586352,3.167407700764086
32,36.017603801889194,20.906295681863067,25.879747419139957,17.295054750537282,8.527679687232606,4.765497042402453,0.9924142143090683,3.3186562828785338
33,37.828302715536786,22.260573650880808,27.58644138717005,18.50956344415464,8.939562282361571,5.299842594453032,1.3302752652669425,3.473715570124961
34,39.55121030921693,23.63187618142604,29.30043212254311,19.747236068790723,9.349565024516444,5.867114845924872,1.7751401995782414,3.632366016038992
35,41.17624505756695,25.012106438099863,31.009446133672522,21.000553657068263,9.755808664401998,6.463685282837588,2.354831633274527,3.7943611195154996
36,42.696316739228436,26.392953846408222,32.70135173141047,22.261602846568046,10.156482791195048,7.084871910646038,3.1000494014265594,3.9594283863771316
37,44.10722187860034,27.76609298008817,34.3645000157791,23.522272626836084,10.54987723774413,7.725042518860207,4.0415529914972135,4.127270692012
38,45.40740606536246,29.123383202711477,35.98803724987084,24.774461728814902,10.934409713846506,8.377791548186506,5.205268647991719,4.297568042094694
39,46.59763311417021,30.457058972515785,37.56217139020515,26.010285486675897,11.308648786727998,9.036181604908933,6.605315334847408,4.46997971804727
40,47.68060112199767,31.759901520576665,39.07837998038273,27.22227105059102,11.671331610136116,9.693031757750143,8.23598166254396,4.644146783296593
41,48.66054112424805,33.02538417619461,40.52955198123169,28.403530891785795,12.021376103580272,10.341227865796595,10.065090741475082,4.819694915963027
42,49.542827009986574,34.247785742577484,41.91006168468304,29.54790647216284,12.357887576345915,10.974026826983629,12.032152118927492,4.996237523815148
43,50.33361729063105,35.42226876452312,43.21577796968314,30.65007649244678,12.680160055304553,11.585327570689898,14.054011155746341,5.17337908858368
44,51.039541515165645,36.54492200534716,44.444016290970715,31.705626964050314,12.987672794770333,12.16988663037324,16.037837906695664,5.35071867945133
45,51.66743741560083,37.61276871486236,45.59344364370399,32.71108314152954,13.280082610509039,12.723464096076098,17.897558029898377,5.527853570072193
46,52.2241396440133,38.62374413241823,46.66394823897086,33.66390581854539,13.557212784658748,13.242894972695987,19.567861987554064,5.704382890092056
47,52.71631728865093,39.57664701198829,47.65648586607394,34.56245642450938,13.819039335646087,13.726089695368799,21.01132455144503,5.879911241007352
48,53.150355077618784,40.47107074078768,48.572914146103216,35.405936652463566,14.065675443522968,14.171974387872154,22.217785534851163,6.054052207372208
49,53.532272031787606,41.30731987776932,49.41582440078615,36.1943089870315,14.297354775827,14.580385639153702,23.198329157796923,6.226431697781463
50,53.867671021220325,42.08631774281474,50.18837897956554,36.92820454806839,14.51441438286911,14.951936033081346,23.977291819813566,6.396691055553084
51,54.161712939429734,42.80951015009497,50.89415987776401,37.60882423675973,14.717277735199366,15.287865835531429,24.584979093104064,6.564489886337316
52,54.41910981096585,43.47876961787294,51.53703254970899,38.237838407124194,14.906438369938419,15.589893843802487,25.052368830164713,6.729508558642281
53,54.644131917919644,44.0963035131906,52.12102711411819,38.81728932895213,15.082444505174525,15.860077210959474,25.407942164009658,6.891450343080032
54,54.84062484881058,44.66456869722162,52.65023774200871,39.3494996835115,15.24588487930592,16.100686731940325,25.676205669551454,7.050043166565001
55,55.0120331609058,45.186194396512484,53.12873993467058,39.83698933968261,15.397375979690658,16.314101081248978,25.877328748711744,7.205040968296379
56,55.16142805939708,45.66391428402583,53.56052462785295,40.2824017642797,15.537550745071252,16.50272107781112,26.027405112408317,7.356224654706069
57,55.29153711293402,46.10050813741007,53.949447561666254,40.68844066633791,15.667048760245724,16.66890330209988,26.13899687437308,7.50340266027691
58,55.4047745395659,46.498752958260354,54.299192085519934,41.057816877221875,15.786507909422436,16.814911265926725,26.221755522896085,7.646411129914293
59,55.503271014716475,46.86138308044727,54.613243472578844,41.393205024614296,15.896557415808852,16.942881732443887,26.28301171054869,7.785113746142805
