gene,sex,strategy,crc_incidents_total,crc_incidents_screen,crc_incidents_symptom,crc_deaths,screen_stage_1_count,screen_stage_1_pct,screen_stage_2_count,screen_stage_2_pct,screen_stage_3_count,screen_stage_3_pct,screen_stage_4_count,screen_stage_4_pct,symptom_stage_1_count,symptom_stage_1_pct,symptom_stage_2_count,symptom_stage_2_pct,symptom_stage_3_count,symptom_stage_3_pct,symptom_stage_4_count,symptom_stage_4_pct,total_stage_1_count,total_stage_1_pct,total_stage_2_count,total_stage_2_pct,total_stage_3_count,total_stage_3_pct,total_stage_4_count,total_stage_4_pct,per_person_crc_incidents_total,per_person_crc_incidents_screen,per_person_crc_incidents_symptom,per_person_crc_deaths,screening_colonoscopies,screening_alt_tests,per_person_screening_colonoscopies,per_person_screening_alt_tests,total_cost,total_cost_disc,total_qalys,total_qalys_disc,total_ly,per_person_cost,per_person_cost_disc,per_person_qalys,per_person_qalys_disc,per_person_ly,screening_cost,nonscreening_colo_cost,colo_complication_cost,crc_vs_NH_abs,crc_vs_NH_pct
PMS2,male,NH,24771.324652319287,0.0,24771.324652319287,0.010899382847020488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8061.689451073235,0.32544442270342766,9941.600084725134,0.4013350204020811,5526.71655155694,0.22310944727937615,1241.3185649639745,0.05011110961511509,8061.689451073235,0.32544442270342766,9941.600084725134,0.4013350204020811,5526.71655155694,0.22310944727937615,1241.3185649639745,0.05011110961511509,0.24771324652319288,0.0,0.24771324652319288,1.0899382847020488e-07,0.0,0.0,0.0,0.0,37265980.80694913,11169440.165031567,3333165.127664676,2000492.6661808495,3351927.085561012,372.6598080694913,111.69440165031567,33.33165127664676,20.004926661808497,33.51927085561012,0.0,37156986.97847893,108993.82847020485,0.0,0.0
PMS2,male,Colo Q2Y @ 25,10474.699121177977,10102.204539165268,372.49458201270835,0.6499229930157706,9763.363018746477,0.9664586557216165,310.17428833124734,0.030703623860389252,26.417068074116976,0.002614980519519335,2.2501640134257546,0.00022273989847484147,247.9570632818337,0.6656662277932789,93.1490784679029,0.2500682774084616,28.22249897219403,0.07576619992618085,3.1659412907778117,0.00849929487207897,10011.320082028311,0.955762066882399,403.3233667991502,0.038504530023559545,54.639567046311,0.005216337616403656,5.416105304203566,0.0005170654776377458,0.10474699121177977,0.10102204539165269,0.0037249458201270833,6.499229930157706e-06,1476725.2168174658,0.0,14.76725216817466,0.0,4437233622.255575,2440698852.147972,3421311.165326588,2018712.9574684745,3438093.9392320393,44372.33622255575,24406.98852147972,34.21311165326588,20.187129574684747,34.38093939232039,4430175650.452398,558741.8730190627,6499229.930157705,14296.62553114131,57.71441669673788
PMS2,male,FIT Q2Y @ 25,34579.96110039592,31942.202745404702,2637.758354991213,0.08110232894089651,29845.75029882775,0.9343673176428462,1816.8564096039936,0.05687949651078374,250.8255339744495,0.007852480806463292,28.770502998514704,0.000900705039906921,1480.4003440482943,0.5612342545506698,833.274703731604,0.31590259287961947,283.71095881764717,0.10755760029375105,40.372348393667906,0.015305552275959864,31326.150642876044,0.9059047392195412,2650.1311133355975,0.07663777022887557,534.5364927920966,0.015457984213463342,69.1428513921826,0.0019995063381199395,0.34579961100395923,0.319422027454047,0.02637758354991213,8.110232894089651e-07,181685.71651068266,1347466.0294537463,1.8168571651068266,13.474660294537463,603723451.5320936,316995709.15100133,3300937.9014983475,1986977.0686144552,3330559.4570866968,6037.234515320936,3169.9570915100135,33.00937901498347,19.86977068614455,33.305594570866965,598955790.7101978,3956637.5324868197,811023.2894089649,-9808.636448076635,-39.59673770275452
PMS2,male,Colo Q2Y @ 30,10426.369150352359,10009.479208928526,416.8899414238341,0.5442268717183931,9675.862454597269,0.9666699188471596,305.2899208692115,0.030500080423454076,26.09965945321303,0.0026074942470465344,2.227174008831392,0.0002225064823397342,270.2489066643561,0.6482500051245076,107.92524835119558,0.25888187175394717,34.75065278757776,0.08335689911080936,3.965133620704688,0.009511224010735982,9946.111361261625,0.9539381560191063,413.2151692204071,0.03963174171772371,60.85031224079079,0.0058361939197917575,6.19230762953608,0.0005939083433782709,0.10426369150352359,0.10009479208928526,0.004168899414238341,5.442268717183931e-06,1236462.3639640152,0.0,12.364623639640152,0.0,3715454695.521365,1849357204.0005322,3422934.0551588456,2019934.497626276,3438303.8837305624,37154.54695521365,18493.57204000532,34.22934055158846,20.19934497626276,34.38303883730563,3709387091.892045,625334.9121357512,5442268.717183932,14344.955501966928,57.90952120367871
PMS2,male,Colo Q2Y @ 35,10479.107740863674,10105.421611908245,373.6861289554297,0.4462319602801562,9766.60114924241,0.9664714174551047,310.15525674190843,0.030691966021132753,26.415242062688588,0.0026139673412102693,2.2499638612386503,0.0002226491825523924,249.14468496152438,0.6667217904447301,93.14899280747355,0.24927067287152,28.224285978010766,0.07552939162314247,3.1681652084210135,0.0084781450606075,10015.745834203934,0.9557823129489506,403.304249549382,0.03848650663039582,54.63952804069935,0.005214139351543306,5.418129069659663,0.0005170410691104421,0.10479107740863673,0.10105421611908245,0.003736861289554297,4.462319602801562e-06,1013789.8599623088,0.0,10.137898599623087,0.0,3046392428.683161,1368311895.8047037,3423923.443870185,2020748.4327472767,3438047.736650035,30463.924286831607,13683.118958047036,34.23923443870185,20.207484327472766,34.38047736650035,3041369579.886926,560529.1934331446,4462319.602801562,14292.216911455613,57.69661942611318
PMS2,male,Colo Q3Y @ 25,15837.600316821197,14969.374455386464,868.2258614347365,0.4325080917282581,14326.812295869015,0.9570748823584786,575.3813588481046,0.03843723467289335,60.82907320332271,0.0040635681460579965,6.35172746601862,0.00042431482256982775,515.5900768038913,0.593843260959634,252.7917614540612,0.29115898602274387,88.06433954205096,0.10143021931703959,11.779683634733145,0.013567533700582597,14842.402372672906,0.9371623273576815,828.1731203021658,0.05229157850527134,148.89341274537367,0.009401260908651243,18.131411100751762,0.0011448332283959899,0.15837600316821196,0.14969374455386464,0.008682258614347365,4.325080917282581e-06,982104.7098846063,0.0,9.821047098846064,0.0,2951941549.363254,1654649410.6538415,3397029.350735629,2012600.0113467996,3415367.0712280096,29519.41549363254,16546.494106538416,33.97029350735629,20.126000113467995,34.153670712280096,2946314129.6538196,1302338.792152105,4325080.917282582,8933.72433549809,36.06478240824171
PMS2,male,Colo Q3Y @ 30,15917.90592443569,15134.972726752454,782.9331976832366,0.3638811813269195,14472.800711794007,0.9562488795379197,593.4300226751506,0.03920919009164837,62.26260662131346,0.0041138235096557915,6.479385661985077,0.000428106860776311,475.9750318202514,0.607938242022053,222.77884777020805,0.28454387734410663,74.19344302729864,0.09476343990374034,9.985875065478393,0.012754440730099853,14948.775743614258,0.9391169802471496,816.2088704453586,0.05127614614133324,136.4560496486121,0.008572487505353166,16.46526072746347,0.0010343861061640985,0.1591790592443569,0.15134972726752455,0.007829331976832365,3.638811813269195e-06,826219.7516362247,0.0,8.262197516362248,0.0,2483472466.518468,1255725748.8356028,3398248.738000083,2013493.4301329015,3415681.345558188,24834.72466518468,12557.257488356028,33.982487380000826,20.134934301329015,34.156813455581876,2478659254.908674,1174399.7965248546,3638811.813269195,8853.418727883596,35.74059462764608
PMS2,male,Colo Q3Y @ 35,15925.778205647068,15106.305794916105,819.4724107309644,0.2965800717550497,14454.37700645204,0.9568439301233087,583.977100300728,0.03865783655043316,61.53354944636605,0.004073368451674971,6.418138716969462,0.000424864874582999,494.54514604263113,0.6034921244041638,234.56255349870585,0.28623605923410833,79.68072292949961,0.09723417394665537,10.683988260127865,0.01303764241507266,14948.92215249467,0.9386619579565652,818.5396537994338,0.051397152668444836,141.21427237586568,0.008867024929795455,17.102126977097328,0.0010738644451944673,0.15925778205647068,0.15106305794916106,0.008194724107309644,2.965800717550497e-06,673226.1452143819,0.0,6.732261452143819,0.0,2023873444.9767923,926044862.8908334,3398314.391833376,2013814.0201575696,3414936.3137446074,20238.734449767922,9260.448628908334,33.98314391833376,20.138140201575695,34.14936313744607,2019678435.6431458,1229208.6160964468,2965800.717550497,8845.546446672219,35.70881481238844
PMS2,male,Colo Q4Y @ 25 + FIT Q2Y @ 27,18373.99803445542,17506.561573922394,867.4364605330285,0.36152911732976134,16736.311252581843,0.9560021927727996,691.3684286124208,0.03949195995416236,71.89525992614267,0.004106760749251707,6.986632801990621,0.000399086523786478,542.3433230301415,0.6252254173139996,240.32969853513623,0.27705740935475176,75.48879617189351,0.08702515931311744,9.274642795857194,0.010692014018131133,17278.654575611985,0.9403862209634823,931.698127147557,0.05070742499266688,147.38405609803618,0.008021338405591293,16.261275597847813,0.0008850156382597966,0.18373998034455422,0.17506561573922394,0.008674364605330285,3.6152911732976135e-06,820789.6483798337,692313.795031653,8.207896483798336,6.92313795031653,2494977942.804864,1406169875.8008134,3385487.95256938,2009590.3103154304,3404963.524015828,24949.779428048638,14061.698758008135,33.854879525693796,20.095903103154303,34.04963524015828,2490061496.940767,1301154.6907995427,3615291.1732976134,6397.326617863866,25.82553298079236
PMS2,male,Colo Q4Y @ 30 + FIT Q2Y @ 32,18343.916910620097,17487.18391801644,856.732992603659,0.3038792783082765,16718.63188389827,0.9560505546392546,690.0071400923632,0.039457876312576134,71.59029186695257,0.004093871958034111,6.954602158856188,0.00039769709013531346,534.4113561744449,0.6237781908577364,238.34342509747464,0.27820035781875957,74.76286376373191,0.08726506905789098,9.215347568007674,0.010756382265613144,17253.043240072715,0.9405321297592758,928.3505651898379,0.0506080882132853,146.35315563068448,0.007978293640544906,16.169949726863862,0.0008814883868942064,0.18343916910620098,0.17487183918016438,0.00856732992603659,3.038792783082765e-06,689777.9904352974,571581.3489999755,6.897779904352974,5.715813489999755,2096521117.5378795,1067927366.2874085,3386416.861950317,2010258.9738492249,3405105.2917737924,20965.211175378794,10679.273662874084,33.86416861950317,20.10258973849225,34.05105291773793,2092197225.2658913,1285099.4889054887,3038792.783082765,6427.4077416991895,25.946968246195123
