gene,sex,strategy,crc_incidents_total,crc_deaths,crc_vs_NH_pct,per_person_screening_alt_tests,total_ly,per_person_ly,per_person_qalys_disc,total_stage_1_pct,total_stage_2_pct,total_stage_3_pct,total_stage_4_pct
PMS2,female,NH,7055.2316832320985,0.0031043019406221234,0.0,0.0,4170491.3548043,41.704913548042995,22.903802893330525,0.685829891970344,0.20222407991483066,0.05453468829127817,0.05741133982354715
PMS2,female,Colo Q2Y @ 25,4432.2059915704485,0.8098073738475341,37.17844869496909,0.0,4196160.902385848,41.96160902385848,22.93785464811678,0.9887770773330395,0.009293915785219644,0.001295896077114996,0.0006331108046256715
PMS2,female,FIT Q2Y @ 25,24211.81163219858,0.09150317408545924,-243.17528777604673,17.132587051834697,4078017.65192014,40.7801765192014,22.600336663061007,0.9819799841476536,0.013877718715433368,0.0026080338964983973,0.0015342632404145545
PMS2,female,Colo Q2Y @ 30,4766.996347717071,0.6954176018276222,32.4331707058379,0.0,4189074.95527662,41.8907495527662,22.919991775032965,0.9770438814630119,0.01724816424288032,0.003364080881150306,0.002343873412957591
PMS2,female,Colo Q2Y @ 35,5823.43068589776,0.5883683347616407,17.459398254233285,0.0,4172382.3289061766,41.72382328906177,22.866321039977567,0.9504863661738693,0.03362209932179603,0.008587202190213878,0.00730433231412093
PMS2,female,Colo Q3Y @ 25,7433.0216359795295,0.5375354681616091,-5.354749067210792,0.0,4176374.831703517,41.76374831703517,22.88984042177652,0.9856378925707515,0.01139321197515858,0.0018723248642134565,0.0010965705898765155
PMS2,female,Colo Q3Y @ 30,7806.808244489114,0.4694479283707478,-10.652755217709707,0.0,4170383.3278466826,41.703833278466824,22.87267549857675,0.980054408605396,0.014911863511353821,0.0029825220184751355,0.002051205864775038
PMS2,female,Colo Q3Y @ 35,8651.414044471483,0.3933011992559484,-22.624095606002147,0.0,4156004.7539367164,41.56004753936716,22.8248947434604,0.9616665665614313,0.026345354485490798,0.0065290598549587915,0.005459019098118821
PMS2,female,Colo Q4Y @ 25 + FIT Q2Y @ 27,9081.024941829965,0.44820280433403975,-28.713348470362664,8.822795409780754,4165953.9372040113,41.659539372040115,22.861251317871538,0.9868287399543022,0.010614692963633,0.0016777866552805437,0.0008787804267841977
PMS2,female,Colo Q4Y @ 30 + FIT Q2Y @ 32,9338.80707657849,0.38912796172531017,-32.36712124952153,7.449937760728524,4160705.511146082,41.607055111460824,22.84578778827214,0.9818527062744419,0.013833346048311048,0.002620557187031709,0.0016933904902153068
PMS2,female,Colo Q4Y @ 35 + FIT Q2Y @ 37,10175.176879972805,0.33032577954154896,-44.22172561895823,6.25681234480124,4147455.944963827,41.47455944963827,22.80111610806087,0.9668674877114439,0.022994529862985932,0.005582753270030636,0.004555229155539668
PMS2,female,Colo Q6Y @ 25 + FIT Q3Y @ 28,13308.129998895107,0.30447852827051813,-88.6278239526001,5.682504784734266,4140771.3860957483,41.407713860957486,22.788697019683365,0.9830744488482538,0.01294363818114032,0.0024331984302440133,0.0015487145403619666
PMS2,female,Colo Q6Y @ 30 + FIT Q3Y @ 33,13507.403692629006,0.2638150983333596,-91.45230516995694,4.989754683080625,4136847.0992116937,41.36847099211694,22.776845155645915,0.980270731411907,0.01471490562832062,0.0029711047905416144,0.0020432581692308247
PMS2,female,Colo Q6Y @ 35 + FIT Q3Y @ 38,14056.616170643856,0.22224881973164834,-99.23677636344222,4.145841011114276,4126451.0662402455,41.26451066240246,22.741596050256547,0.9701169323382247,0.02086109009398909,0.004978051466727881,0.00404392610105848
PMS2,female,Colo-None-FIT-FIT @ 25,8088.401244858863,0.4882131397739629,-14.644020324410597,17.343005527203662,4171870.827907567,41.71870827907567,22.87794240844545,0.9887941009310495,0.009375837025200874,0.001269468942398864,0.0005605931013508203
PMS2,female,Colo-None-FIT-FIT @ 30,8374.073799009304,0.4238630093780372,-18.6931085326602,14.780185615158947,4166177.930224988,41.66177930224988,22.86121173589406,0.9828773421300626,0.013223216706967182,0.0023899937635128614,0.0015094473994574302
PMS2,female,Colo-FIT-FIT-FIT @ 25,7324.1293370963585,0.5297855739454862,-3.8113228018200864,26.471632508611727,4176691.416703617,41.76691416703617,22.891054597126153,0.9900107324146277,0.008538597503831678,0.0010419533513428359,0.00040871673019771435
PMS2,female,Colo-FIT-FIT-FIT @ 30,7627.78226819964,0.46009969301860776,-8.115262696876435,22.69415347018734,4170797.3541047387,41.70797354104739,22.874023178175612,0.9835603190520614,0.012758586951971969,0.0022583578349660654,0.0014227361610005642
