,dom_strat,inc_cost,inc_eff
259,"Q1Y, Start age: 25",0.07367732246595793,4835.023814372431
260,"Q1Y, Start age: 25",0.06313665867844165,5931.8967173688325
261,"Q1Y, Start age: 25",0.05876263221122002,3296.603913510531
262,"Q1Y, Start age: 25",0.08101132575720982,2934.659422022214
263,"Q2Y, Start age: 25",0.029909389680931042,1732.8119815819882
264,"Q2Y, Start age: 25",0.0650364323798982,2958.594674390035
265,"Q2Y, Start age: 25",0.15980042424711627,3608.988363255241
266,"Q2Y, Start age: 25",0.0724680187304827,1335.7937197737301
267,"Q1Y, Start age: 25",0.09049440186275959,2162.9196898130976
268,"Q2Y, Start age: 30",0.32325619387956905,1388.2830665483925
269,"Q2Y, Start age: 25",0.0548369299564655,2658.141537160667
270,"Q1Y, Start age: 25",0.07709392271718585,4174.102045237407
271,"Q1Y, Start age: 25",0.07239460546349363,7195.048359312954
272,"Q1Y, Start age: 25",0.0710889807197006,6425.49530810846
273,"Q2Y, Start age: 25",0.08244195917428243,1790.000806787706
274,"Q1Y, Start age: 25",0.059654817050990516,5111.321027148682
275,"Q1Y, Start age: 25",0.07192363486030118,7180.6860616007
276,"Q1Y, Start age: 25",0.09307673540670436,5717.8591701486475
277,"Q1Y, Start age: 25",0.07833943527989362,6075.315951002314
278,"Q2Y, Start age: 25",0.058594068620728024,2927.972928187988
279,"Q1Y, Start age: 25",0.08572627728960214,2111.174743449472
280,"Q1Y, Start age: 25",0.07526514576668575,4619.187147157336
281,"Q1Y, Start age: 25",0.05690373955459904,5325.364920540338
282,"Q2Y, Start age: 25",0.08537480289862387,3240.2847325222465
283,"Q2Y, Start age: 30",0.13147552677177643,1493.6537665940014
284,"Q2Y, Start age: 25",0.08593246870493232,3164.340519268044
285,"Q2Y, Start age: 25",0.09033489286241547,2478.569071589369
286,"Q2Y, Start age: 25",0.09223048099665121,3988.7463274170805
287,"Q1Y, Start age: 25",0.06968622096273336,6369.674777259952
288,"Q1Y, Start age: 25",0.07339078435711244,2162.893913113501
289,"Q1Y, Start age: 25",0.09697875783678711,6711.855473344702
