,dom_strat,inc_cost,inc_eff
0,"Q2Y, Start age: 25",0.03964161945127387,3148.509780047094
1,"Q2Y, Start age: 30",0.16455833840513634,3059.1968525166267
2,"Q2Y, Start age: 25",0.028689869330431605,2052.614614432714
3,"Q2Y, Start age: 25",0.031082373877598712,2233.9189385408827
4,"Q2Y, Start age: 25",0.06696539279376168,2121.9768020310676
5,"Q3Y, Start age: 25",0.05259144801588178,2555.304411260644
6,"Q2Y, Start age: 30",0.11720145058504272,3313.009498050087
7,"Q2Y, Start age: 30",0.09204323562366312,6082.693646682073
8,"Q2Y, Start age: 25",0.030867991430262975,1332.7333528916643
9,"Q2Y, Start age: 25",0.025019853152407734,2381.7630538388366
10,"Q2Y, Start age: 25",0.02374244807191772,971.3424406198938
11,"Q3Y, Start age: 25",0.051677407734597836,1598.1178533778457
12,"Q2Y, Start age: 25",0.03452059333152846,3153.887976402253
13,"Q2Y, Start age: 25",0.060948413931981804,4748.209360868896
14,"Q2Y, Start age: 25",0.03317352624065961,2556.4951976997872
15,"Q2Y, Start age: 25",0.028761624237912287,725.5139979067771
16,"Q2Y, Start age: 25",0.020438914567638022,1913.6184507329526
17,"Q2Y, Start age: 30",0.05400228560815279,1580.461969994425
18,"Q2Y, Start age: 25",0.03287080288691868,1319.178135701326
19,"Q3Y, Start age: 35",0.05,0.0
20,"Q2Y, Start age: 25",0.022520127617447372,2158.604840698179
21,"Q3Y, Start age: 25",0.08269892744053209,5449.564773669317
22,"Q2Y, Start age: 25",0.026691247373019422,1996.6046928420037
23,"Q2Y, Start age: 25",0.03856338343200605,1946.9489934950725
24,"Q2Y, Start age: 25",0.02164634865041748,1361.887045836329
25,"Q1Y, Start age: 30",0.02865251153251691,2265.349112062202
26,"Q2Y, Start age: 25",0.02105296593186523,1236.2625456229944
27,"Q2Y, Start age: 25",0.08308092547089885,2763.700658779997
28,"Q2Y, Start age: 25",0.04033787576184977,3990.3026852133207
29,"Q2Y, Start age: 25",0.018787489877631458,1641.8798135644247
30,"Q2Y, Start age: 35",0.13407843882237813,443.9650723006416
31,"Q2Y, Start age: 25",0.03707467222022842,1703.4909325788067
32,"Q2Y, Start age: 30",0.0911969663515464,4705.023492564116
33,"Q2Y, Start age: 30",0.06272580407466677,1317.3321415261125
34,"Q3Y, Start age: 35",0.06477449480609465,854.0603439458573
35,"Q2Y, Start age: 30",0.024817143793875118,577.559842527593
36,"Q2Y, Start age: 35",0.05,0.0
37,"Q2Y, Start age: 25",0.03703883464838498,3283.5235946409266
38,"Q2Y, Start age: 25",0.026501971822380455,1518.1635763635422
39,"Q3Y, Start age: 30",0.08426067628125011,1199.2352968164487
40,"Q2Y, Start age: 25",0.021298350062586735,778.6948115755604
41,"Q3Y, Start age: 25",0.054477737399938775,4524.206940945012
42,"Q2Y, Start age: 35",0.29355870974681153,676.2446166623995
43,"Q2Y, Start age: 25",0.036295617499906285,2715.425693443398
44,"Q2Y, Start age: 25",0.036337418152186274,1025.6696381182246
45,"Q3Y, Start age: 25",0.10506904919821025,4139.919136968656
46,"Q2Y, Start age: 25",0.02110269015771493,813.2652046041148
47,"Q3Y, Start age: 30",0.11659423443475703,1679.0658812865295
48,"Q2Y, Start age: 25",0.025172088233137657,2072.2006677071768
49,"Q3Y, Start age: 30",0.17429358691888908,1991.2218713620496
50,"Q2Y, Start age: 25",0.03005735055771197,1251.5452090142262
51,"Q2Y, Start age: 25",0.07065009495817876,3260.467266131518
